Business Name,Business Type,Address,Phone Number,Rating,Online Delivery,Website
Miami 'N' Ice,Ice Cream & Frozen Yogurt,1214 Washington Ave,+17867037436,4.5,Yes,https://www.yelp.com/biz/miami-n-ice-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Santo Dulce Churros,"Desserts, Food Trucks, Ice Cream & Frozen Yogurt",330 NE 30th St Biscayne Blvd,+17867233883,4.5,Yes,https://www.yelp.com/biz/santo-dulce-churros-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Strawberry Moon,"American (Traditional), Tapas/Small Plates, Breakfast & Brunch",601 Washington Ave,+13055062112,4,No,https://www.yelp.com/biz/strawberry-moon-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Café Prima Pasta,"Italian, Wine Bars, Desserts",414 71st St,+13058670106,4.5,Yes,https://www.yelp.com/biz/caf%C3%A9-prima-pasta-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Fat Ronnie's Burger Bar -Miami Beach,"Burgers, Chicken Wings, Sandwiches",1233 Lincoln Rd,+13053086200,4.5,Yes,https://www.yelp.com/biz/fat-ronnies-burger-bar-miami-beach-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Fiorito,"Argentine, Latin American, Spanish",5555 NE 2nd Ave,+13057542899,4.5,Yes,https://www.yelp.com/biz/fiorito-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Piola - Miami South Beach,"Pizza, Italian",701 Washington Ave,+19547953356,4.5,Yes,https://www.yelp.com/biz/piola-miami-south-beach-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Steak Brasil Churrascaria,"Brazilian, Steakhouses, Desserts",190 SE 1st Ave,+13054152006,4,Yes,https://www.yelp.com/biz/steak-brasil-churrascaria-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Spanglish Craft Cocktail Bar + Kitchen,"Cocktail Bars, Spanish, Lounges",2808 N Miami Ave,+17868704313,4.5,Yes,https://www.yelp.com/biz/spanglish-craft-cocktail-bar-kitchen-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Forte Dei Marmi,"Italian, Mediterranean, Seafood",150 Ocean Dr,+17862763095,4,Yes,https://www.yelp.com/biz/forte-dei-marmi-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Amor Di Pasta,"Pizza, Italian, Seafood",2320 NE 2nd Ave,+13056405760,4.5,Yes,https://www.yelp.com/biz/amor-di-pasta-miami-16?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Little Hen,"Breakfast & Brunch, Coffee & Tea",3451 NE 1st Ave,+13056770584,4,Yes,https://www.yelp.com/biz/little-hen-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
"Sovereign - Poke, Boba, Asian Kitchen","Bubble Tea, Poke, Pan Asian",22 NE 3rd Ave,+17865348712,4.5,Yes,https://www.yelp.com/biz/sovereign-poke-boba-asian-kitchen-miami-9?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Barsecco,"Italian, Lounges, Tapas/Small Plates",1421 S Miami Ave,+13055779809,4,Yes,https://www.yelp.com/biz/barsecco-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Edge Steak & Bar,"Steakhouses, American (New), Seafood",1435 Brickell Ave,+13053813190,4,Yes,https://www.yelp.com/biz/edge-steak-and-bar-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Taco Rico Tex-Mex Café,"Tex-Mex, Tacos",409 15th St,+13055355757,4,Yes,https://www.yelp.com/biz/taco-rico-tex-mex-caf%C3%A9-miami-beach-5?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Cielito Artisan Pops,"Ice Cream & Frozen Yogurt, Desserts, Kosher",2750 NW 3rd Ave,+13056762665,4.5,Yes,https://www.yelp.com/biz/cielito-artisan-pops-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Andiamo,"Pizza, Desserts, Sandwiches",5600 Biscayne Blvd,+13057625751,4,No,https://www.yelp.com/biz/andiamo-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Kill Your Idol,"Dive Bars, Dance Clubs",222 Espanola Way,+13056721852,4,No,https://www.yelp.com/biz/kill-your-idol-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Deck at Island Gardens,"Venues & Event Spaces, Beer Gardens, Seafood",888 MacArthur Cswy,+17866274949,4,Yes,https://www.yelp.com/biz/the-deck-at-island-gardens-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Momosan Wynwood,"Noodles, Sushi Bars",415 NW 26th St,+13058518450,4.5,Yes,https://www.yelp.com/biz/momosan-wynwood-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Kraken Crudo,"Japanese, Sushi Bars, Asian Fusion",3525 NE 2nd Ave,+13054562804,4.5,Yes,https://www.yelp.com/biz/kraken-crudo-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Arepas & Sand Wish,Venezuelan,1522 Washington Ave,+13057638134,4.5,Yes,https://www.yelp.com/biz/arepas-and-sand-wish-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Moxies,"Lounges, Cocktail Bars, American (New)",900 S Miami Ave,+13055498997,4.5,Yes,https://www.yelp.com/biz/moxies-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Al Basha Grill,"Halal, Arabic, Mediterranean",1533 Washington Ave,+17862167114,4,Yes,https://www.yelp.com/biz/al-basha-grill-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Paperfish Sushi - Brickell,"Sushi Bars, Izakaya",1421 S Miami Ave,+13057410936,4.5,Yes,https://www.yelp.com/biz/paperfish-sushi-brickell-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Lung Yai Thai Tapas,"Tapas/Small Plates, Thai",1731 SW 8th St,+17863346262,4,Yes,https://www.yelp.com/biz/lung-yai-thai-tapas-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Lost Weekend,"Sports Bars, Dive Bars, Pool Halls",218 Espanola Way,+13056721707,4,Yes,https://www.yelp.com/biz/lost-weekend-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Esotico Miami,"Cocktail Bars, Hawaiian",1600 NE 1st Ave,+13058008454,4,Yes,https://www.yelp.com/biz/esotico-miami-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Doggi's Arepa Bar,"Venezuelan, Sandwiches, Hot Dogs",1246 SW 22nd St,+13058546869,4,Yes,https://www.yelp.com/biz/doggis-arepa-bar-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Nespresso Boutique,Cafes,643 Lincoln Rd,+18005621465,4,Yes,https://www.yelp.com/biz/nespresso-boutique-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pink Taco,"Mexican, Bars, Breakfast & Brunch",1200 Ocean Dr,+13055078980,4,Yes,https://www.yelp.com/biz/pink-taco-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Casa Latina 1986,Colombian,751 Washington Ave,+17865238120,4.5,Yes,https://www.yelp.com/biz/casa-latina-1986-miami-beach-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Blackbird Ordinary,Cocktail Bars,729 SW 1st Ave,+13056713307,4,No,https://www.yelp.com/biz/blackbird-ordinary-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Morelia Gourmet Paletas - Wynwood,"Ice Cream & Frozen Yogurt, Desserts, Kosher",185 NW 25th St,+13059678782,4.5,Yes,https://www.yelp.com/biz/morelia-gourmet-paletas-wynwood-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Eternity Coffee Roasters,"Coffee & Tea, Coffee Roasteries",117 SE 2nd Ave,+13056094981,4.5,Yes,https://www.yelp.com/biz/eternity-coffee-roasters-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
FL Cafe,"American (New), Breakfast & Brunch, Waffles",1360 Collins Ave,+13057638007,4,Yes,https://www.yelp.com/biz/fl-cafe-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Area 31,"Seafood, American (New), Cocktail Bars",270 Biscayne Boulevard Way,+13054245234,3.5,Yes,https://www.yelp.com/biz/area-31-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Lemoni Cafe,"Breakfast & Brunch, Vegetarian, Coffee & Tea",4600 NE 2nd Ave,+13055715080,4,Yes,https://www.yelp.com/biz/lemoni-cafe-miami-5?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Watr at the 1 Rooftop,"Japanese, Seafood, Cocktail Bars",2341 Collins Ave,+13056046580,4,Yes,https://www.yelp.com/biz/watr-at-the-1-rooftop-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Casa Tua,Italian,1700 James Ave,+13056731010,3.5,Yes,https://www.yelp.com/biz/casa-tua-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Grafa Pizza,"Pizza, Italian",1357 Washington Ave,+13053978975,4,Yes,https://www.yelp.com/biz/grafa-pizza-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Palat Miami,"Italian, Mediterranean, Seafood",4702 NE 2nd Ave,+17869537577,4.5,Yes,https://www.yelp.com/biz/palat-miami-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Lilikoi Organic Living,"Breakfast & Brunch, Juice Bars & Smoothies, Vegan",500 S Pointe Dr,+13057638692,4,Yes,https://www.yelp.com/biz/lilikoi-organic-living-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Icy-N-Spicy,"Desserts, Ice Cream & Frozen Yogurt, Candy Stores",1250 Ocean Dr,+17862967088,4.5,No,https://www.yelp.com/biz/icy-n-spicy-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Latin Cafe,Cuban,441 W 41st St,+13055311057,4,Yes,https://www.yelp.com/biz/latin-cafe-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Lokal,"Burgers, American (New), Beer Bar",3190 Commodore Plz,+13054423377,4,Yes,https://www.yelp.com/biz/lokal-coconut-grove?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Atlantis Cafe,"Coffee & Tea, Breakfast & Brunch, Sandwiches",12 NW 1st St,+13053819871,4.5,Yes,https://www.yelp.com/biz/atlantis-cafe-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Thai House South Beach,Thai,1137 Washington Ave,+13055314841,3.5,Yes,https://www.yelp.com/biz/thai-house-south-beach-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Cajun Boil,"Cajun/Creole, Seafood",141 SW 7th St,+17862927054,4.5,Yes,https://www.yelp.com/biz/cajun-boil-miami-14?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Orilla Bar & Grill,"Cocktail Bars, Steakhouses",426 Euclid Ave,+13053978806,4.5,Yes,https://www.yelp.com/biz/orilla-bar-and-grill-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
My Ceviche,"Seafood, Latin American",1250 S Miami Ave,+13059607825,4,Yes,https://www.yelp.com/biz/my-ceviche-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Cream Parlor,"Ice Cream & Frozen Yogurt, Breakfast & Brunch, Coffee & Tea",8224 Biscayne Blvd,+17865344180,4.5,No,https://www.yelp.com/biz/cream-parlor-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
XO Espresso Bar,Coffee & Tea,723 Lincoln Ln N,+15164746755,4.5,Yes,https://www.yelp.com/biz/xo-espresso-bar-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
LT Steak & Seafood,"Seafood, Steakhouses, Sushi Bars",1440 Ocean Dr,+13056730044,4,Yes,https://www.yelp.com/biz/lt-steak-and-seafood-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pasta-go,"Italian, Desserts, Pasta Shops",1040 Alton Rd,+13053978624,4.5,Yes,https://www.yelp.com/biz/pasta-go-miami-beach-8?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Jungle Island,"Amusement Parks, Zoos, Challenge Courses",1111 Parrot Jungle Trl,+13054007000,3,No,https://www.yelp.com/biz/jungle-island-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pummarola - Midtown,"Pizza, Italian",3328 N Miami Ave,+17865354988,4.5,Yes,https://www.yelp.com/biz/pummarola-midtown-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Blue Ribbon Sushi Bar & Grill - South Beach,"Japanese, Sushi Bars, Cocktail Bars",336 The Plymouth Hotel 21st St,+13058000404,4,Yes,https://www.yelp.com/biz/blue-ribbon-sushi-bar-and-grill-south-beach-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Salumeria 104,"Italian, Delis, Wine Bars",3451 NE 1st Ave,+13054249588,4,Yes,https://www.yelp.com/biz/salumeria-104-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Fuchai,"Korean, Asian Fusion",2506 NE 2nd Ave,+17866550888,4,Yes,https://www.yelp.com/biz/fuchai-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Matador Room,"Caribbean, Latin American, Cocktail Bars",2901 Collins Ave,+17862574600,4,Yes,https://www.yelp.com/biz/matador-room-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Lulu's Nitrogen Ice Cream,Ice Cream & Frozen Yogurt,2001 Biscayne Blvd,+18335858269,4,Yes,https://www.yelp.com/biz/lulus-nitrogen-ice-cream-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Ball & Chain,"Music Venues, Cocktail Bars, Cuban",1513 SW 8th St,+13056437820,4,Yes,https://www.yelp.com/biz/ball-and-chain-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Zuuk Mediterranean Kitchen,"Mediterranean, Middle Eastern",1250 S Miami Ave,,4,Yes,https://www.yelp.com/biz/zuuk-mediterranean-kitchen-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Gramps,"Bars, Music Venues, Comedy Clubs",176 NW 24th St,+13056992669,4,Yes,https://www.yelp.com/biz/gramps-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pizza Rustica,"Pizza, Italian",863 Washington Ave,+13056748244,3.5,Yes,https://www.yelp.com/biz/pizza-rustica-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
CHICA Miami,"Latin American, Breakfast & Brunch, Cocktail Bars",5556 NE 4th Ct,+17866327725,4,Yes,https://www.yelp.com/biz/chica-miami-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
La Colada Gourmet,"Coffee & Tea, Accessories, Home Decor",1518 SW 8th St,+13058734007,4.5,No,https://www.yelp.com/biz/la-colada-gourmet-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Tacology,Mexican,701 S Miami Ave,+17863475368,3.5,Yes,https://www.yelp.com/biz/tacology-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Mi Rinconcito Mexicano,Tacos,1961 SW 8th St,+13056444015,4,Yes,https://www.yelp.com/biz/mi-rinconcito-mexicano-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Lock and Load Miami Machine Gun Experience & Range,"Gun/Rifle Ranges, Museums",2545 North Miami Ave,+13054248999,4.5,No,https://www.yelp.com/biz/lock-and-load-miami-machine-gun-experience-and-range-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Vice City Bean,Coffee & Tea,1657 N Miami Ave,+13057268031,4.5,Yes,https://www.yelp.com/biz/vice-city-bean-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Enriqueta's Sandwich Shop,"Sandwiches, Cuban, Coffee & Tea",186 NE 29th St,+13055734681,4,Yes,https://www.yelp.com/biz/enriquetas-sandwich-shop-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Red Carpet Italian Restaurant,Italian,3438 SW 8th St,+13055294220,4.5,Yes,https://www.yelp.com/biz/red-carpet-italian-restaurant-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Rosetta Bakery,"Bakeries, Coffee & Tea, Pizza",929 Collins Ave,+17862167795,4,No,https://www.yelp.com/biz/rosetta-bakery-miami-beach-7?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Midtown Creamery ,"Ice Cream & Frozen Yogurt, Desserts",1030 Collins Ave,+17865362281,4.5,Yes,https://www.yelp.com/biz/midtown-creamery-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Baoli Miami,"Bars, Asian Fusion, Sushi Bars",1906 Collins Ave,+13056748822,3.5,No,https://www.yelp.com/biz/baoli-miami-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Aubi & Ramsa,Ice Cream & Frozen Yogurt,172 NE 41st St,+13059469072,4.5,Yes,https://www.yelp.com/biz/aubi-and-ramsa-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Sugar Factory Restaurant & Night Club,"Desserts, Candy Stores, American (Traditional)",1060 Ocean Dr,+13055359773,3,Yes,https://www.yelp.com/biz/sugar-factory-restaurant-and-night-club-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Rosetta Bakery,"Bakeries, Sandwiches",1666 Lenox Ave,+13059077705,4,Yes,https://www.yelp.com/biz/rosetta-bakery-miami-beach-6?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Empire Social Lounge Brickell,"Whiskey Bars, Cigar Bars, Beer Bar",1106 S Miami Ave,+17866222220,4.5,No,https://www.yelp.com/biz/empire-social-lounge-brickell-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Regent Cocktail Club,Lounges,1690 Collins Ave,+17869752550,4,No,https://www.yelp.com/biz/regent-cocktail-club-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
